Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,-1.0892663312519228,-1.093366122443613,-1.0996935826076764,-1.0968235645585238,-1.1014570927093235,1.4592927265014901
2015-01-05,-1.100431998868188,-1.1033059241793894,-1.1067516337019154,-1.1079051090396737,-1.1112352994785026,2.110654183492557
2015-01-06,-1.106735201431539,-1.1076523637033715,-1.1095894377271072,-1.1078691223345922,-1.1112035090843573,2.1995095994233655
2015-01-07,-1.1043580078971336,-1.1049091337901846,-1.1020584054167792,-1.1025082561696113,-1.1064731530113048,0.6893202227618223
2015-01-08,-1.0970462698406291,-1.090836642939515,-1.0947820446239171,-1.0876129444442244,-1.0933296669648878,1.8213861881263824
2015-01-09,-1.0846559932023514,-1.086917731414587,-1.0892883844533143,-1.0871811863326868,-1.0929487279929824,1.4883841166471352
2015-01-12,-1.084908120205694,-1.0891265853050516,-1.094418204378583,-1.097111403299549,-1.1017110065441071,1.2503919742291247
2015-01-13,-1.089122254752901,-1.0885209138445062,-1.0940180023144066,-1.0936214340516053,-1.0986315133594742,2.275620999626601
2015-01-14,-1.0977306263410376,-1.096750657945819,-1.095509669600358,-1.0951325462672676,-1.0999649089127113,1.2095852596623298
2015-01-15,-1.094272872803859,-1.0982825992996672,-1.1022039082063766,-1.1058543060470425,-1.1094257302103838,1.859565331184771
2015-01-16,-1.1049703124081398,-1.1071179604997732,-1.107515676011426,-1.1088405712230986,-1.1120607309227124,2.9469978503226426
2015-01-20,-1.1020528388723478,-1.1021658766961218,-1.10278603039322,-1.0990182869216676,-1.1033935506751043,1.265034660196553
2015-01-21,-1.0980548053337826,-1.0947199475168459,-1.0963464633046671,-1.0960320217456112,-1.1007584953869916,1.1872068150705999
2015-01-22,-1.0933363893001078,-1.0896965954562474,-1.0910710850755738,-1.0857780067824556,-1.0917105126069377,1.4940801273667008
2015-01-23,-1.0859886527286848,-1.0851364055231765,-1.0844859874403099,-1.083691217084743,-1.0898692620962414,1.0631113740997546
2015-01-26,-1.080802036162808,-1.0829631857611854,-1.0798654827928589,-1.0832594864230185,-1.089488159396984,1.6009817279301886
2015-01-27,-1.0855564507114015,-1.089660961327774,-1.0935814384313876,-1.0975071747060052,-1.1020602915613271,3.9495545193265538
2015-01-28,-1.0667909195203704,-1.0695676074471323,-1.0707336699829386,-1.0753081264884377,-1.0824720603409312,6.942070433835665
2015-01-29,-1.0715093080742628,-1.0657555711267486,-1.0698241248838307,-1.062391644345519,-1.0710746719259099,3.2951716490126213
2015-01-30,-1.064017495003818,-1.0628698318805436,-1.065130868841581,-1.0686519859888435,-1.0765987236248107,3.2545589162350375
2015-02-02,-1.0652781300205316,-1.0658268393836956,-1.067932255533703,-1.0633630932340254,-1.071931893764265,2.0197531414209755
2015-02-03,-1.0636573174961543,-1.0661118580497315,-1.0623658439683017,-1.0632911198238626,-1.0718682584001904,1.3835281422244199
2015-02-04,-1.0636573174961543,-1.0610528718606596,-1.0598191287936454,-1.0600170433565943,-1.0689792892772942,2.4553657011569174
2015-02-05,-1.0581825479322338,-1.0620504100109094,-1.0563992303387237,-1.0586498230616315,-1.0662701200745903,0.8151321086553851
